+1.10996e-01  +1.10996e-01  +5.07704e-04  -1.70543e-04  +5.07704e-04  -0.00000e+00  
+1.27611e-01  +3.20932e-01  +3.77629e-03  -1.97345e-03  -8.79043e-03  +1.20370e-03  
+1.14836e-01  +5.36259e-01  +1.35378e-02  -1.10566e-04  -1.01008e-02  -1.82946e-03  
+1.06196e-01  +7.60458e-01  +3.13742e-02  +3.94584e-03  -2.95264e-02  -7.21420e-03  
+9.94116e-02  +9.95884e-01  +5.85870e-02  +1.56805e-02  -6.08221e-02  -2.09466e-02  
+9.35212e-02  +1.24393e+00  +9.88363e-02  +4.14861e-02  -1.08152e-01  -5.04813e-02  
+8.78593e-02  +1.50487e+00  +1.59590e-01  +9.22372e-02  -1.80972e-01  -1.07931e-01  
+8.16805e-02  +1.77703e+00  +2.45818e-01  +1.85276e-01  -2.87862e-01  -2.11474e-01  
+7.41623e-02  +2.05522e+00  +3.49228e-01  +3.41701e-01  -4.20166e-01  -3.82854e-01  
+6.47739e-02  +2.32958e+00  +4.47914e-01  +5.77201e-01  -5.47658e-01  -6.38980e-01  
+5.36064e-02  +2.58646e+00  +5.17614e-01  +8.93504e-01  -6.39738e-01  -9.82505e-01  
+4.13578e-02  +2.81113e+00  +5.37509e-01  +1.27440e+00  -6.72514e-01  -1.39615e+00  
+2.90878e-02  +2.99129e+00  +4.93645e-01  +1.68314e+00  -6.25032e-01  -1.84037e+00  
+1.80310e-02  +3.11972e+00  +3.91982e-01  +2.06650e+00  -4.99015e-01  -2.25827e+00  
+9.09779e-03  +3.19736e+00  +2.58416e-01  +2.37411e+00  -3.34379e-01  -2.59496e+00  
+2.59885e-03  +3.23096e+00  +1.20694e-01  +2.57300e+00  -1.62028e-01  -2.81363e+00  
-1.43352e-03  +3.23098e+00  +6.76991e-04  +2.64891e+00  -6.51332e-03  -2.89828e+00  
-3.58386e-03  +3.21112e+00  -1.01541e-01  +2.60983e+00  +1.09422e-01  -2.85603e+00  
-3.97914e-03  +3.17964e+00  -1.93134e-01  +2.45570e+00  +2.41093e-01  -2.68773e+00  
-2.56052e-03  +3.15192e+00  -2.46485e-01  +2.19765e+00  +3.21469e-01  -2.40746e+00  
-8.57721e-04  +3.14004e+00  -2.36926e-01  +1.90244e+00  +3.03381e-01  -2.08633e+00  
-9.25387e-04  +3.13827e+00  -2.23199e-01  +1.63371e+00  +2.46088e-01  -1.78959e+00  
-8.31387e-04  +3.12619e+00  -2.48606e-01  +1.38398e+00  +3.33805e-01  -1.51521e+00  
+8.50001e-04  +3.12694e+00  -2.56415e-01  +1.13767e+00  +3.09845e-01  -1.24791e+00  
+2.69495e-03  +3.13634e+00  -2.24502e-01  +9.07124e-01  +2.90008e-01  -9.95888e-01  
+4.41803e-03  +3.15948e+00  -1.71600e-01  +7.15202e-01  +2.16574e-01  -7.87034e-01  
+5.17352e-03  +3.18875e+00  -1.07260e-01  +5.87985e-01  +1.26534e-01  -6.47348e-01  
+5.27208e-03  +3.21924e+00  -6.57665e-02  +5.11729e-01  +7.97014e-02  -5.61870e-01  
+5.22575e-03  +3.24815e+00  -5.76055e-02  +4.53987e-01  +7.82927e-02  -4.97204e-01  
+5.26932e-03  +3.27625e+00  -6.48188e-02  +3.98272e-01  +8.48743e-02  -4.35967e-01  
+5.45240e-03  +3.30289e+00  -7.17343e-02  +3.41415e-01  +9.37588e-02  -3.73847e-01  
+5.91869e-03  +3.32982e+00  -7.32089e-02  +2.83436e-01  +9.81818e-02  -3.10744e-01  
+6.40271e-03  +3.35783e+00  -6.73360e-02  +2.29245e-01  +9.08551e-02  -2.51866e-01  
+6.55334e-03  +3.38568e+00  -5.93117e-02  +1.84441e-01  +7.57777e-02  -2.02544e-01  
+6.39920e-03  +3.41135e+00  -5.90465e-02  +1.48147e-01  +7.25659e-02  -1.61863e-01  
+6.20492e-03  +3.43436e+00  -6.72602e-02  +1.14559e-01  +8.13690e-02  -1.24685e-01  
+6.08372e-03  +3.45504e+00  -7.40966e-02  +8.12804e-02  +8.76794e-02  -8.88422e-02  
+6.00526e-03  +3.47382e+00  -7.20282e-02  +5.09505e-02  +8.19259e-02  -5.65811e-02  
+5.90272e-03  +3.49076e+00  -6.19229e-02  +2.67905e-02  +6.78192e-02  -3.07477e-02  
+5.78929e-03  +3.50591e+00  -4.85608e-02  +9.61706e-03  +5.13478e-02  -1.21421e-02  
+5.70585e-03  +3.51948e+00  -3.56087e-02  -1.55676e-03  +3.65002e-02  +1.67008e-04  
+5.65480e-03  +3.53168e+00  -2.47746e-02  -8.29126e-03  +2.44917e-02  +7.75588e-03  
+5.63288e-03  +3.54268e+00  -1.65234e-02  -1.19949e-02  +1.55307e-02  +1.20811e-02  
+5.63901e-03  +3.55264e+00  -1.05351e-02  -1.37275e-02  +8.85678e-03  +1.41892e-02  
+5.66196e-03  +3.56168e+00  -5.96115e-03  -1.41220e-02  +3.23565e-03  +1.46940e-02  
+5.69209e-03  +3.56988e+00  -1.86934e-03  -1.34803e-02  -2.35376e-03  +1.39082e-02  
+5.71884e-03  +3.57731e+00  +2.42279e-03  -1.19332e-02  -8.50260e-03  +1.20062e-02  
+5.73362e-03  +3.58401e+00  +7.23226e-03  -9.56563e-03  -1.53055e-02  +9.13877e-03  
+5.73216e-03  +3.59003e+00  +1.25745e-02  -6.48609e-03  -2.25961e-02  +5.47183e-03  
+5.71396e-03  +3.59542e+00  +1.83047e-02  -2.83141e-03  -3.01314e-02  +1.18598e-03  
+5.68207e-03  +3.60022e+00  +2.42249e-02  +1.24938e-03  -3.76801e-02  -3.53789e-03  
+5.63832e-03  +3.60448e+00  +3.01416e-02  +5.61058e-03  -4.50432e-02  -8.53082e-03  
+5.58654e-03  +3.60825e+00  +3.58935e-02  +1.01189e-02  -5.20720e-02  -1.36448e-02  
+5.52928e-03  +3.61158e+00  +4.13622e-02  +1.46599e-02  -5.86631e-02  -1.87558e-02  
+5.46951e-03  +3.61452e+00  +4.64696e-02  +1.91394e-02  -6.47527e-02  -2.37651e-02  
+5.40915e-03  +3.61712e+00  +5.11729e-02  +2.34838e-02  -7.03133e-02  -2.85981e-02  
+5.34965e-03  +3.61941e+00  +5.54608e-02  +2.76385e-02  -7.53450e-02  -3.32012e-02  
+5.29354e-03  +3.62142e+00  +5.93419e-02  +3.15660e-02  -7.98666e-02  -3.75391e-02  
+5.23882e-03  +3.62320e+00  +6.28315e-02  +3.52431e-02  -8.39090e-02  -4.15914e-02  
+5.18722e-03  +3.62476e+00  +6.59588e-02  +3.86581e-02  -8.75100e-02  -4.53494e-02  
+5.14096e-03  +3.62614e+00  +6.87575e-02  +4.18082e-02  -9.07102e-02  -4.88135e-02  
+5.09601e-03  +3.62736e+00  +7.12602e-02  +4.46975e-02  -9.35500e-02  -5.19904e-02  
+5.05725e-03  +3.62843e+00  +7.34913e-02  +4.73349e-02  -9.60679e-02  -5.48915e-02  
+5.02012e-03  +3.62938e+00  +7.57697e-02  +4.97322e-02  -9.82995e-02  -5.75316e-02  
+4.97576e-03  +3.63039e+00  +7.80261e-02  +5.23787e-02  -1.00693e-01  -6.04304e-02  
+4.92894e-03  +3.63156e+00  +8.03913e-02  +5.55523e-02  -1.03467e-01  -6.38887e-02  
+4.87760e-03  +3.63282e+00  +8.30968e-02  +5.90706e-02  -1.06424e-01  -6.77111e-02  
+4.81601e-03  +3.63415e+00  +8.59014e-02  +6.29746e-02  -1.09561e-01  -7.19382e-02  
+4.74879e-03  +3.63558e+00  +8.89008e-02  +6.73064e-02  -1.12873e-01  -7.66189e-02  
+4.67585e-03  +3.63709e+00  +9.20637e-02  +7.21147e-02  -1.16350e-01  -8.18050e-02  
+4.59318e-03  +3.63870e+00  +9.53420e-02  +7.74531e-02  -1.19976e-01  -8.75535e-02  
+4.50292e-03  +3.64041e+00  +9.87579e-02  +8.33790e-02  -1.23729e-01  -9.39281e-02  
+4.40200e-03  +3.64221e+00  +1.02241e-01  +8.99558e-02  -1.27583e-01  -1.00997e-01  
+4.29111e-03  +3.64410e+00  +1.05767e-01  +9.72513e-02  -1.31504e-01  -1.08836e-01  
